wanikani	word	reading	sense 1	sense 2	sense 3	url
8	化ける	ばける	to take the form of (esp. in ref. to a spirit, fox, raccoon dog, etc.), to assume the shape of, to turn oneself into, to transform oneself into	to disguise oneself as	to change radically, to metamorphose	http://jisho.org/word/%E5%8C%96%E3%81%91%E3%82%8B
8	交わる	まじわる	to cross, to intersect, to join, to meet	to associate with, to mingle with, to consort with	to have a sexual relationship, to copulate	http://jisho.org/word/%E4%BA%A4%E3%82%8F%E3%82%8B
8	役場	やくば	town hall			http://jisho.org/word/%E5%BD%B9%E5%A0%B4
9	教え	おしえ	teaching, instruction, teachings, precept, lesson, doctrine			http://jisho.org/word/%E6%95%99%E3%81%88
9	対談	たいだん	talk, dialogue, conversation			http://jisho.org/word/%E5%AF%BE%E8%AB%87
9	部	ぶ	department (in an organization), division, bureau	club	part, component, element	http://jisho.org/word/%E9%83%A8
9	和風	わふう	Japanese style	light wind, moderate breeze		http://jisho.org/word/%E5%92%8C%E9%A2%A8
10	当て字	あてじ	kanji used as a phonetic symbol, instead of for the meaning, phonetic-equivalent character, substitute character	kanji used for their meaning, irrespective of reading	Ateji	http://jisho.org/word/%E5%BD%93%E3%81%A6%E5%AD%97
10	開発	かいはつ	development, exploitation			http://jisho.org/word/%E9%96%8B%E7%99%BA
10	顔つき	かおつき	(outward) looks, features, face, countenance, expression			http://jisho.org/word/%E9%A1%94%E3%81%A4%E3%81%8D
10	公開	こうかい	opening to the public, making available to the public, putting on display, exhibiting, showing (play, movie, etc.), holding (interview, etc.), open, public			http://jisho.org/word/%E5%85%AC%E9%96%8B
10	進化	しんか	evolution, progress	Evolution		http://jisho.org/word/%E9%80%B2%E5%8C%96
10	進行	しんこう	moving forward (e.g. vehicle), onward movement	advance (work, procedure, etc), advancement, progress	progress (of a disease), disease progression	http://jisho.org/word/%E9%80%B2%E8%A1%8C
10	農場	のうじょう	farm (agriculture)	Noujou	Farm	http://jisho.org/word/%E8%BE%B2%E5%A0%B4
10	向け	むけ	intended for ..., oriented towards ..., aimed at ...			http://jisho.org/word/%E5%90%91%E3%81%91
10	病む	やむ	to fall ill, to be ill			http://jisho.org/word/%E7%97%85%E3%82%80
11	予め	あらかじめ	beforehand, in advance, previously			http://jisho.org/word/%E4%BA%88%E3%82%81
11	運命	うんめい	fate, destiny, lot	Destiny		http://jisho.org/word/%E9%81%8B%E5%91%BD
11	作戦	さくせん	tactics, strategy	military or naval operations	Military operation	http://jisho.org/word/%E4%BD%9C%E6%88%A6
11	不良	ふりょう	bad, poor, inferior	delinquent, hoodlum, hooligan		http://jisho.org/word/%E4%B8%8D%E8%89%AF
11	洋風	ようふう	Western style			http://jisho.org/word/%E6%B4%8B%E9%A2%A8
12	落ち葉	おちば	fallen leaves, leaf litter	deciduous		http://jisho.org/word/%E8%90%BD%E3%81%A1%E8%91%89
12	階	かい	storey, story, floor	stairs	stage (in chronostratigraphy)	http://jisho.org/word/%E9%9A%8E
12	根気	こんき	patience, perseverance, persistence, tenacity, energy			http://jisho.org/word/%E6%A0%B9%E6%B0%97
12	根源	こんげん	root, source, origin, foundation, base, principle	Nemoto		http://jisho.org/word/%E6%A0%B9%E6%BA%90
12	第一	だいいち	first, foremost, number one			http://jisho.org/word/%E7%AC%AC%E4%B8%80
12	茶の湯	ちゃのゆ	tea ceremony			http://jisho.org/word/%E8%8C%B6%E3%81%AE%E6%B9%AF
12	民族	みんぞく	people, race, nation, ethnic group, ethnos	Ethnic group		http://jisho.org/word/%E6%B0%91%E6%97%8F
12	利息	りそく	interest (bank)			http://jisho.org/word/%E5%88%A9%E6%81%AF
13	暗殺	あんさつ	assassination	Assassination		http://jisho.org/word/%E6%9A%97%E6%AE%BA
13	器	うつわ	bowl, vessel, container	ability, capacity, calibre, caliber		http://jisho.org/word/%E5%99%A8
13	映像	えいぞう	reflection, image, picture (e.g. on a television), shot	video, film, footage, clip, video recording	image in one's mind, mental picture	http://jisho.org/word/%E6%98%A0%E5%83%8F
13	殺人	さつじん	murder	Murder		http://jisho.org/word/%E6%AE%BA%E4%BA%BA
13	情熱	じょうねつ	passion, enthusiasm, zeal			http://jisho.org/word/%E6%83%85%E7%86%B1
13	整然	せいぜん	orderly, regular, systematic, well-organized, well-organised, trim, tidy, accurate			http://jisho.org/word/%E6%95%B4%E7%84%B6
13	同感	どうかん	agreement, same opinion, same feeling, sympathy, concurrence			http://jisho.org/word/%E5%90%8C%E6%84%9F
13	情け	なさけ	pity, sympathy, compassion, mercy	affection		http://jisho.org/word/%E6%83%85%E3%81%91
13	人情	にんじょう	humanity, empathy, kindness, sympathy	human nature, common sense, customs and manners		http://jisho.org/word/%E4%BA%BA%E6%83%85
13	左利き	ひだりきき	left-handedness, left-hander	drinker, wine lover		http://jisho.org/word/%E5%B7%A6%E5%88%A9%E3%81%8D
13	本館	ほんかん	main building			http://jisho.org/word/%E6%9C%AC%E9%A4%A8
13	養う	やしなう	to support, to maintain, to provide for, to bring up, to raise, to rear, to feed, to adopt (a child)	to cultivate (a habit, a quality, etc.), to develop, to build up	to recuperate (from injury, illness, etc.)	http://jisho.org/word/%E9%A4%8A%E3%81%86
13	予想	よそう	expectation, anticipation, prediction, forecast, conjecture	Conjecture		http://jisho.org/word/%E4%BA%88%E6%83%B3
14	動き	うごき	movement, move, motion	trend, development, change, fluctuation		http://jisho.org/word/%E5%8B%95%E3%81%8D
14	頑固	がんこ	stubborn, obstinate, pigheaded			http://jisho.org/word/%E9%A0%91%E5%9B%BA
14	技能	ぎのう	technical skill, ability, capacity			http://jisho.org/word/%E6%8A%80%E8%83%BD
14	協会	きょうかい	association, society, organization, organisation			http://jisho.org/word/%E5%8D%94%E4%BC%9A
14	周期	しゅうき	cycle, period			http://jisho.org/word/%E5%91%A8%E6%9C%9F
14	人格	じんかく	personality, character, individuality	Persona		http://jisho.org/word/%E4%BA%BA%E6%A0%BC
14	妥協	だきょう	compromise, giving in	Compromise		http://jisho.org/word/%E5%A6%A5%E5%8D%94
14	特技	とくぎ	special skill			http://jisho.org/word/%E7%89%B9%E6%8A%80
14	美術	びじゅつ	art, fine arts			http://jisho.org/word/%E7%BE%8E%E8%A1%93
14	理性	りせい	reason, reasoning power, (one's) sense	Reason		http://jisho.org/word/%E7%90%86%E6%80%A7
14	良好	りょうこう	favorable, favourable, satisfactory			http://jisho.org/word/%E8%89%AF%E5%A5%BD
14	技	わざ	technique, art, skill			http://jisho.org/word/%E6%8A%80
15	区	く	ward, district, section			http://jisho.org/word/%E5%8C%BA
15	自信	じしん	self-confidence, confidence (in oneself)	Confidence		http://jisho.org/word/%E8%87%AA%E4%BF%A1
15	上司	じょうし	superior authorities, boss	Joushi		http://jisho.org/word/%E4%B8%8A%E5%8F%B8
15	新築	しんちく	new building, new construction			http://jisho.org/word/%E6%96%B0%E7%AF%89
15	丈	だけ	only, just, merely, simply, no more than, nothing but, alone	as (e.g. as soon as, as much as)	worth	http://jisho.org/word/%E4%B8%88
15	中毒	ちゅうどく	poisoning	addiction		http://jisho.org/word/%E4%B8%AD%E6%AF%92
15	整える	ととのえる	to put in order, to arrange, to adjust	to get ready, to prepare	to raise money	http://jisho.org/word/%E6%95%B4%E3%81%88%E3%82%8B
16	証	あかし	proof (e.g. of love, of innocence), evidence, testimony, vindication (of innocence)	license, membership card, permit	to testify (usu. Christian religious context)	http://jisho.org/word/%E8%A8%BC
16	固める	かためる	to harden, to freeze, to strengthen, to solidify, to make (a fist), to tramp down (snow, dirt)	to put together, to collect, to gather, to consolidate	to make secure, to stabilize, to settle down, to strengthen (belief, resolution, etc.), to establish (evidence)	http://jisho.org/word/%E5%9B%BA%E3%82%81%E3%82%8B
16	証言	しょうげん	evidence, testimony	Testimony		http://jisho.org/word/%E8%A8%BC%E8%A8%80
16	証人	しょうにん	witness	Witness		http://jisho.org/word/%E8%A8%BC%E4%BA%BA
16	真実	しんじつ	truth, reality			http://jisho.org/word/%E7%9C%9F%E5%AE%9F
16	世辞	せじ	flattery, compliment			http://jisho.org/word/%E4%B8%96%E8%BE%9E
16	園	その	garden (esp. man-made), orchard, park, plantation	place, location		http://jisho.org/word/%E5%9C%92
16	保つ	たもつ	to keep, to preserve, to hold, to retain, to maintain, to support, to sustain, to last, to endure, to keep well (food), to wear well, to be durable			http://jisho.org/word/%E4%BF%9D%E3%81%A4
16	治安	ちあん	public order	Public safety		http://jisho.org/word/%E6%B2%BB%E5%AE%89
16	仏像	ぶつぞう	statue of Buddha, image of Buddha, Buddhist statue, Buddhist image	Butsuzou	Buddharupa	http://jisho.org/word/%E4%BB%8F%E5%83%8F
16	保険	ほけん	insurance, guarantee	Insurance		http://jisho.org/word/%E4%BF%9D%E9%99%BA
17	干渉	かんしょう	interference, intervention, meddling			http://jisho.org/word/%E5%B9%B2%E6%B8%89
17	原作	げんさく	original work			http://jisho.org/word/%E5%8E%9F%E4%BD%9C
17	原子	げんし	atom	Atom		http://jisho.org/word/%E5%8E%9F%E5%AD%90
17	交渉	こうしょう	negotiations, discussions	connection	Negotiation	http://jisho.org/word/%E4%BA%A4%E6%B8%89
17	栄える	さかえる	to prosper, to flourish			http://jisho.org/word/%E6%A0%84%E3%81%88%E3%82%8B
17	自覚	じかく	self-consciousness, self-awareness			http://jisho.org/word/%E8%87%AA%E8%A6%9A
17	建て前	たてまえ	face, official stance, public position or attitude (as opposed to private thoughts)	ceremony for the erection of the framework of a house	tea ceremony procedures, tea ceremony etiquette	http://jisho.org/word/%E5%BB%BA%E3%81%A6%E5%89%8D
17	伝説	でんせつ	tradition, legend, folklore	Legend		http://jisho.org/word/%E4%BC%9D%E8%AA%AC
17	果てる	はてる	to end, to be finished, to be exhausted	to die, to perish	to do utterly, to do completely, indicates an extreme has been reached	http://jisho.org/word/%E6%9E%9C%E3%81%A6%E3%82%8B
17	兵器	へいき	arms, weapons, ordnance	Conventional weapon		http://jisho.org/word/%E5%85%B5%E5%99%A8
17	兵士	へいし	soldier			http://jisho.org/word/%E5%85%B5%E5%A3%AB
17	無言	むごん	silence			http://jisho.org/word/%E7%84%A1%E8%A8%80
17	無知	むち	ignorance, innocence, stupidity	Ignorance		http://jisho.org/word/%E7%84%A1%E7%9F%A5
17	無茶	むちゃ	absurd, unreasonable, excessive, rash	very, extremely, excessively		http://jisho.org/word/%E7%84%A1%E8%8C%B6
17	虚しい	むなしい	empty, void, vacant	vain, fruitless, futile, ineffective	lifeless	http://jisho.org/word/%E8%99%9A%E3%81%97%E3%81%84
17	恋愛	れんあい	love, love-making, passion, emotion, affections	Falling in love		http://jisho.org/word/%E6%81%8B%E6%84%9B
18	汽船	きせん	steamship, steamboat, steamer			http://jisho.org/word/%E6%B1%BD%E8%88%B9
18	教訓	きょうくん	lesson, precept, moral instruction			http://jisho.org/word/%E6%95%99%E8%A8%93
18	禁じる	きんじる	to prohibit			http://jisho.org/word/%E7%A6%81%E3%81%98%E3%82%8B
18	告白	こくはく	confession, acknowledgement, acknowledgment	profession of love	confession of sins (e.g. the confessional)	http://jisho.org/word/%E5%91%8A%E7%99%BD
18	試みる	こころみる	to try, to attempt, to have a go (at something)			http://jisho.org/word/%E8%A9%A6%E3%81%BF%E3%82%8B
18	取材	しゅざい	news coverage, collecting data (e.g. for an article), covering (something for media)	interview		http://jisho.org/word/%E5%8F%96%E6%9D%90
18	静止	せいし	stillness, repose, standing still			http://jisho.org/word/%E9%9D%99%E6%AD%A2
18	体験	たいけん	personal experience, physical experience, one's own experience			http://jisho.org/word/%E4%BD%93%E9%A8%93
18	対等	たいとう	equality (esp. of status, on equal terms), equivalence	equivalent, equal		http://jisho.org/word/%E5%AF%BE%E7%AD%89
18	告げる	つげる	to tell, to inform, to announce	to indicate, to signal, to mark		http://jisho.org/word/%E5%91%8A%E3%81%92%E3%82%8B
18	伝達	でんたつ	transmission (e.g. news, chemical signals, electricity), communication, delivery, conveyance, transfer, relay, propagation, conduction			http://jisho.org/word/%E4%BC%9D%E9%81%94
18	取り分け	とりわけ	especially, above all	inter alia, among others		http://jisho.org/word/%E5%8F%96%E3%82%8A%E5%88%86%E3%81%91
18	脳	のう	brain	brains, mind	Brain	http://jisho.org/word/%E8%84%B3
18	日焼け	ひやけ	sunburn, suntan, tan	becoming discolored from the sun (e.g. paper), yellowing	Sunburn	http://jisho.org/word/%E6%97%A5%E7%84%BC%E3%81%91
18	不可欠	ふかけつ	indispensable, essential			http://jisho.org/word/%E4%B8%8D%E5%8F%AF%E6%AC%A0
18	報じる	ほうじる	to inform, to report			http://jisho.org/word/%E5%A0%B1%E3%81%98%E3%82%8B
18	報道	ほうどう	information, report, journalism, news	to report	Journalism	http://jisho.org/word/%E5%A0%B1%E9%81%93
18	枚	まい	counter for flat objects (e.g. sheets of paper)			http://jisho.org/word/%E6%9E%9A
18	夕焼け	ゆうやけ	sunset	Afterglow		http://jisho.org/word/%E5%A4%95%E7%84%BC%E3%81%91
18	弓	ゆみ	bow (and arrow)	archery	bow (for a violin, etc.)	http://jisho.org/word/%E5%BC%93
19	改まる	あらたまる	to be renewed	to stand on ceremony, to be formal	to take a turn for the worse	http://jisho.org/word/%E6%94%B9%E3%81%BE%E3%82%8B
19	いい加減	いいかげん	irresponsible, perfunctory, careless	lukewarm, half-baked, halfhearted, vague	reasonable, moderate (usu. in suggestions or orders)	http://jisho.org/word/%E3%81%84%E3%81%84%E5%8A%A0%E6%B8%9B
19	梅干し	うめぼし	umeboshi, pickled ume, pickled plum	Umeboshi		http://jisho.org/word/%E6%A2%85%E5%B9%B2%E3%81%97
19	学歴	がくれき	academic background			http://jisho.org/word/%E5%AD%A6%E6%AD%B4
19	絡む	からむ	to entangle, to entwine	to pick a quarrel, to find fault	to be involved with, to be influenced by, to develop a connection with	http://jisho.org/word/%E7%B5%A1%E3%82%80
19	混血	こんけつ	mixed race, mixed parentage	Multiracial		http://jisho.org/word/%E6%B7%B7%E8%A1%80
19	冊	さつ	counter for books	volume		http://jisho.org/word/%E5%86%8A
19	自動詞	じどうし	intransitive verb (no direct obj.)	Intransitive verb		http://jisho.org/word/%E8%87%AA%E5%8B%95%E8%A9%9E
19	助詞	じょし	particle, postposition	Japanese particles		http://jisho.org/word/%E5%8A%A9%E8%A9%9E
19	数詞	すうし	numeral			http://jisho.org/word/%E6%95%B0%E8%A9%9E
19	説得	せっとく	persuasion	Persuasion		http://jisho.org/word/%E8%AA%AC%E5%BE%97
19	対比	たいひ	contrast, comparison			http://jisho.org/word/%E5%AF%BE%E6%AF%94
19	多忙	たぼう	busy, pressure of work			http://jisho.org/word/%E5%A4%9A%E5%BF%99
19	比例	ひれい	proportion	Proportionality (mathematics)		http://jisho.org/word/%E6%AF%94%E4%BE%8B
19	暴力	ぼうりょく	violence, mayhem	Violence		http://jisho.org/word/%E6%9A%B4%E5%8A%9B
19	乱れる	みだれる	to be disordered, to be disarranged, to be disarrayed, to be disheveled, to be dishevelled	to be discomposed, to be upset, to get confused, to be disturbed	to lapse into chaos (due to war, etc.)	http://jisho.org/word/%E4%B9%B1%E3%82%8C%E3%82%8B
19	連日	れんじつ	every day, prolonged			http://jisho.org/word/%E9%80%A3%E6%97%A5
19	連中	れんちゅう	company, lot, bunch, gang, pack, those guys, group	troupe, company (of musicians)		http://jisho.org/word/%E9%80%A3%E4%B8%AD
20	圧力	あつりょく	pressure, stress	coercion, arm-twisting	Pressure	http://jisho.org/word/%E5%9C%A7%E5%8A%9B
20	尾	お	tail (animal, kite, comet, etc.), tail end	slope at the foot of a mountain	O	http://jisho.org/word/%E5%B0%BE
20	犯す	おかす	to commit (e.g. crime), to perpetrate, to make (e.g. mistake)	to break (e.g. rule), to violate, to transgress, to contravene	to rape, to violate, to ravish, to deflower	http://jisho.org/word/%E7%8A%AF%E3%81%99
20	危機	きき	crisis, danger, risk	Close to the Edge (Yes album)		http://jisho.org/word/%E5%8D%B1%E6%A9%9F
20	災害	さいがい	calamity, disaster, misfortune	Disaster		http://jisho.org/word/%E7%81%BD%E5%AE%B3
20	自在	じざい	freely, at will			http://jisho.org/word/%E8%87%AA%E5%9C%A8
20	倒産	とうさん	(corporate) bankruptcy, insolvency, commercial failure, failed business	Bankruptcy		http://jisho.org/word/%E5%80%92%E7%94%A3
20	読者	どくしゃ	reader			http://jisho.org/word/%E8%AA%AD%E8%80%85
20	非難	ひなん	criticism, blame, censure, attack, reproach			http://jisho.org/word/%E9%9D%9E%E9%9B%A3
20	比率	ひりつ	ratio, proportion, percentage			http://jisho.org/word/%E6%AF%94%E7%8E%87
20	防火	ぼうか	fire prevention, fire fighting, fire proof			http://jisho.org/word/%E9%98%B2%E7%81%AB
20	妨害	ぼうがい	disturbance, obstruction, hindrance, jamming, interference			http://jisho.org/word/%E5%A6%A8%E5%AE%B3
20	理論	りろん	theory	Theory		http://jisho.org/word/%E7%90%86%E8%AB%96
20	論理	ろんり	logic	logical		http://jisho.org/word/%E8%AB%96%E7%90%86
21	企画	きかく	planning, project, plan, design	Planning		http://jisho.org/word/%E4%BC%81%E7%94%BB
21	強制	きょうせい	obligation, coercion, compulsion, enforcement	Coercion		http://jisho.org/word/%E5%BC%B7%E5%88%B6
21	義理	ぎり	duty, sense of duty, honor, honour, decency, courtesy, debt of gratitude, social obligation	in-law, relation by marriage	Giri (Japanese)	http://jisho.org/word/%E7%BE%A9%E7%90%86
21	心得	こころえ	knowledge, understanding	rules, regulations, guideline, directions	deputy, acting	http://jisho.org/word/%E5%BF%83%E5%BE%97
21	資金	しきん	funds, capital			http://jisho.org/word/%E8%B3%87%E9%87%91
21	条約	じょうやく	treaty, pact	Treaty		http://jisho.org/word/%E6%9D%A1%E7%B4%84
21	書評	しょひょう	book review	Book review		http://jisho.org/word/%E6%9B%B8%E8%A9%95
21	審査	しんさ	judging, inspection, examination, investigation, review			http://jisho.org/word/%E5%AF%A9%E6%9F%BB
21	正解	せいかい	correct, right, correct interpretation (answer, solution)			http://jisho.org/word/%E6%AD%A3%E8%A7%A3
21	正義	せいぎ	justice, right, righteousness, correct meaning	Justice		http://jisho.org/word/%E6%AD%A3%E7%BE%A9
21	制服	せいふく	uniform	Uniform		http://jisho.org/word/%E5%88%B6%E6%9C%8D
21	設定	せってい	establishment, creation, posing (a problem), setting (movie, novel, etc.), scene	options setting, preference settings, configuration, setup	Setting	http://jisho.org/word/%E8%A8%AD%E5%AE%9A
21	選挙	せんきょ	election	Election		http://jisho.org/word/%E9%81%B8%E6%8C%99
21	総合	そうごう	synthesis, coordination, putting together, integration, composite	comprehensive		http://jisho.org/word/%E7%B7%8F%E5%90%88
21	素材	そざい	raw materials, subject matter			http://jisho.org/word/%E7%B4%A0%E6%9D%90
21	他動詞	たどうし	transitive verb (direct obj.)	Transitive verb		http://jisho.org/word/%E4%BB%96%E5%8B%95%E8%A9%9E
21	定義	ていぎ	definition	Definition		http://jisho.org/word/%E5%AE%9A%E7%BE%A9
21	投資	とうし	investment	Investment		http://jisho.org/word/%E6%8A%95%E8%B3%87
21	任務	にんむ	duty, function, office, mission, task			http://jisho.org/word/%E4%BB%BB%E5%8B%99
21	乱す	みだす	to throw out of order, to disarrange, to disturb			http://jisho.org/word/%E4%B9%B1%E3%81%99
21	目覚める	めざめる	to wake up, to awake	to awaken to (instinct, ability, perception, etc.), to become aware of, to become conscious of, to realize	to come to one's senses	http://jisho.org/word/%E7%9B%AE%E8%A6%9A%E3%82%81%E3%82%8B
21	設ける	もうける	to prepare ahead of time	to create, to establish		http://jisho.org/word/%E8%A8%AD%E3%81%91%E3%82%8B
22	営む	いとなむ	to carry on (e.g. in ceremony), to run a business			http://jisho.org/word/%E5%96%B6%E3%82%80
22	外観	がいかん	appearance, exterior, facade			http://jisho.org/word/%E5%A4%96%E8%A6%B3
22	策	さく	plan, policy			http://jisho.org/word/%E7%AD%96
22	指示	しじ	indication, instruction, designation, directions			http://jisho.org/word/%E6%8C%87%E7%A4%BA
22	主観	しゅかん	subjectivity, subject (philosophical), ego	one's personal opinion, one's own idea		http://jisho.org/word/%E4%B8%BB%E8%A6%B3
22	政策	せいさく	political measures, policy	Policy		http://jisho.org/word/%E6%94%BF%E7%AD%96
22	勢力	せいりょく	influence, power, might, strength, potency, force, energy			http://jisho.org/word/%E5%8B%A2%E5%8A%9B
22	対応	たいおう	interaction, correspondence, coping with, dealing with, support, response, reception	software support, ability of a computer system to run specific software, compatibility		http://jisho.org/word/%E5%AF%BE%E5%BF%9C
22	統合	とうごう	integration, unification, synthesis	integrated, built-in		http://jisho.org/word/%E7%B5%B1%E5%90%88
22	反応	はんのう	reaction, response	Reaction		http://jisho.org/word/%E5%8F%8D%E5%BF%9C
22	領域	りょういき	area, domain, territory, field, range, region, regime			http://jisho.org/word/%E9%A0%98%E5%9F%9F
22	領土	りょうど	dominion, territory, possession			http://jisho.org/word/%E9%A0%98%E5%9C%9F
23	演ずる	えんずる	to perform, to play			http://jisho.org/word/%E6%BC%94%E3%81%9A%E3%82%8B
23	革命	かくめい	revolution	58th year of the sexagenary cycle (in Onmyōdō)	Revolution	http://jisho.org/word/%E9%9D%A9%E5%91%BD
23	現場	げんば	actual spot, scene, scene of the crime, site, location, setting	shop floor, factory floor, (on) site		http://jisho.org/word/%E7%8F%BE%E5%A0%B4
23	裁く	さばく	to judge			http://jisho.org/word/%E8%A3%81%E3%81%8F
23	施行	しこう	execution, enforcing, carrying out	giving alms, giving food to the poor or monks		http://jisho.org/word/%E6%96%BD%E8%A1%8C
23	辞職	じしょく	resignation			http://jisho.org/word/%E8%BE%9E%E8%81%B7
23	施設	しせつ	institution, establishment, facility	(army) engineer		http://jisho.org/word/%E6%96%BD%E8%A8%AD
23	上演	じょうえん	performance (e.g. music, theatre, opera), staging			http://jisho.org/word/%E4%B8%8A%E6%BC%94
23	職員	しょくいん	staff member, personnel	Official		http://jisho.org/word/%E8%81%B7%E5%93%A1
23	済ます	すます	to finish, to get it over with, to conclude	to settle, to pay back	to get along (without something), to make do with (without)	http://jisho.org/word/%E6%B8%88%E3%81%BE%E3%81%99
23	断つ	たつ	to sever, to cut off	to suppress, to eradicate, to exterminate	to abstain (from), to give up	http://jisho.org/word/%E6%96%AD%E3%81%A4
23	保護	ほご	care, protection, shelter, safeguard, guardianship, favor, favour, patronage	Protection		http://jisho.org/word/%E4%BF%9D%E8%AD%B7
23	幹	みき	(tree) trunk, (arrow) shaft, (tool) handle, backbone, base			http://jisho.org/word/%E5%B9%B9
23	導く	みちびく	to guide, to lead, to show the way, to conduct	to derive, to deduce		http://jisho.org/word/%E5%B0%8E%E3%81%8F
23	優先	ゆうせん	preference, priority, precedence			http://jisho.org/word/%E5%84%AA%E5%85%88
23	了解	りょうかい	comprehension, consent, understanding, agreement, roger (on the radio)			http://jisho.org/word/%E4%BA%86%E8%A7%A3
24	朝寝坊	あさねぼう	oversleeping, late riser			http://jisho.org/word/%E6%9C%9D%E5%AF%9D%E5%9D%8A
24	株式	かぶしき	stock (company)	Share (finance)		http://jisho.org/word/%E6%A0%AA%E5%BC%8F
24	感触	かんしょく	feel (i.e. tactile sensation), touch, feeling, sensation, texture (e.g. food, cloth)			http://jisho.org/word/%E6%84%9F%E8%A7%A6
24	記載	きさい	record, statement, description, mention, listing, registration, booking, entry			http://jisho.org/word/%E8%A8%98%E8%BC%89
24	記述	きじゅつ	description, descriptor			http://jisho.org/word/%E8%A8%98%E8%BF%B0
24	気象	きしょう	weather, climate	disposition, temperament	Weather	http://jisho.org/word/%E6%B0%97%E8%B1%A1
24	近視	きんし	myopia, shortsightedness, nearsightedness	Myopia		http://jisho.org/word/%E8%BF%91%E8%A6%96
