wanikani	word	reading	sense 1	sense 2	sense 3	url
6	早口	はやくち	fast-talking, rapid talking			http://jisho.org/word/%E6%97%A9%E5%8F%A3
6	方言	ほうげん	dialect	Dialect		http://jisho.org/word/%E6%96%B9%E8%A8%80
6	目次	もくじ	table of contents	Table of contents		http://jisho.org/word/%E7%9B%AE%E6%AC%A1
6	羊毛	ようもう	wool			http://jisho.org/word/%E7%BE%8A%E6%AF%9B
7	金魚	きんぎょ	goldfish			http://jisho.org/word/%E9%87%91%E9%AD%9A
7	月末	げつまつ	end of the month			http://jisho.org/word/%E6%9C%88%E6%9C%AB
7	氏名	しめい	full name, identity			http://jisho.org/word/%E6%B0%8F%E5%90%8D
7	弱点	じゃくてん	weak point, weakness, shortcoming, defect, flaw, sore spot, tender spot			http://jisho.org/word/%E5%BC%B1%E7%82%B9
7	小学生	しょうがくせい	elementary school student, primary school student, grade school student			http://jisho.org/word/%E5%B0%8F%E5%AD%A6%E7%94%9F
7	風船	ふうせん	balloon (esp. small, toy variety)	Balloon		http://jisho.org/word/%E9%A2%A8%E8%88%B9
8	作者	さくしゃ	author, authoress, writer, composer, artist			http://jisho.org/word/%E4%BD%9C%E8%80%85
8	全身	ぜんしん	whole (body), full-length (e.g. portrait)	systemic		http://jisho.org/word/%E5%85%A8%E8%BA%AB
8	対立	たいりつ	confrontation, opposition, antagonism			http://jisho.org/word/%E5%AF%BE%E7%AB%8B
8	点ける	つける	to turn on, to switch on, to light up			http://jisho.org/word/%E7%82%B9%E3%81%91%E3%82%8B
8	出来上がる	できあがる	to be completed, to be finished, to be ready (e.g. to serve or eat)	to be very drunk		http://jisho.org/word/%E5%87%BA%E6%9D%A5%E4%B8%8A%E3%81%8C%E3%82%8B
8	点数	てんすう	marks, points, score, runs, number of items, credits			http://jisho.org/word/%E7%82%B9%E6%95%B0
8	電池	でんち	battery, cell	Battery (electricity)		http://jisho.org/word/%E9%9B%BB%E6%B1%A0
8	電力	でんりょく	electric power	Electric power		http://jisho.org/word/%E9%9B%BB%E5%8A%9B
8	南米	なんべい	South America	Nanbei		http://jisho.org/word/%E5%8D%97%E7%B1%B3
8	曲げる	まげる	to bend, to crook, to bow, to curve, to curl	to lean, to tilt, to incline, to slant	to bend (the truth), to distort, to twist, to pervert	http://jisho.org/word/%E6%9B%B2%E3%81%92%E3%82%8B
8	混じる	まじる	to be mixed, to be blended with, to associate with, to mingle with, to interest, to join			http://jisho.org/word/%E6%B7%B7%E3%81%98%E3%82%8B
8	間もなく	まもなく	soon, before long, in a short time	lacking time to ..., without time to ...		http://jisho.org/word/%E9%96%93%E3%82%82%E3%81%AA%E3%81%8F
8	見直す	みなおす	to look again	to re-examine (policy, estimate, plan, etc.), to review	to get a better opinion of, to see something in a more positive light	http://jisho.org/word/%E8%A6%8B%E7%9B%B4%E3%81%99
8	名所	めいしょ	famous place	name of a part (of an instrument, etc.)	name and address	http://jisho.org/word/%E5%90%8D%E6%89%80
8	役人	やくにん	government official	Yakunin		http://jisho.org/word/%E5%BD%B9%E4%BA%BA
8	役目	やくめ	duty, business, role			http://jisho.org/word/%E5%BD%B9%E7%9B%AE
8	余所	よそ	another place, somewhere else, strange parts	outside (one's family or group), those people	unrelated matter	http://jisho.org/word/%E4%BD%99%E6%89%80
9	角度	かくど	angle	Angle		http://jisho.org/word/%E8%A7%92%E5%BA%A6
9	仮定	かてい	assumption, supposition, hypothesis			http://jisho.org/word/%E4%BB%AE%E5%AE%9A
9	仮名	かな	kana, Japanese syllabary (i.e. hiragana, katakana)			http://jisho.org/word/%E4%BB%AE%E5%90%8D
9	工事	こうじ	construction work, construction, work (related to construction, e.g. painting, concrete-pouring, etc.)			http://jisho.org/word/%E5%B7%A5%E4%BA%8B
9	実力	じつりょく	(real) ability, true strength, merit, efficiency, competency	arms, force		http://jisho.org/word/%E5%AE%9F%E5%8A%9B
9	勝負	しょうぶ	victory or defeat, match, contest, game, bout	Shoubu		http://jisho.org/word/%E5%8B%9D%E8%B2%A0
9	初めに	はじめに	first, firstly, first of all, to begin with, in the beginning, at the beginning	Introduction, Preface		http://jisho.org/word/%E5%88%9D%E3%82%81%E3%81%AB
9	発売	はつばい	sale, offering for sale, release (for sale), launch (product)			http://jisho.org/word/%E7%99%BA%E5%A3%B2
9	付近	ふきん	neighbourhood, neighborhood, vicinity, environs	approaching		http://jisho.org/word/%E4%BB%98%E8%BF%91
9	毎度	まいど	each time, always, often	thank you for your continued patronage		http://jisho.org/word/%E6%AF%8E%E5%BA%A6
9	名物	めいぶつ	famous product, special product, speciality, specialty	Meibutsu		http://jisho.org/word/%E5%90%8D%E7%89%A9
9	和服	わふく	Japanese clothes	Kimono		http://jisho.org/word/%E5%92%8C%E6%9C%8D
10	回転	かいてん	rotation (usu. around something), revolution, turning	Rotation		http://jisho.org/word/%E5%9B%9E%E8%BB%A2
10	返る	かえる	to return, to come back, to go back	to turn over	(after the -masu stem of a verb) (to become) extremely, (to become) completely	http://jisho.org/word/%E8%BF%94%E3%82%8B
10	曲線	きょくせん	curve	Curve		http://jisho.org/word/%E6%9B%B2%E7%B7%9A
10	配る	くばる	to distribute, to deliver, to deal (cards)			http://jisho.org/word/%E9%85%8D%E3%82%8B
10	転がる	ころがる	to roll, to tumble	to fall over, to roll over	to lie down	http://jisho.org/word/%E8%BB%A2%E3%81%8C%E3%82%8B
10	早速	さっそく	at once, immediately, without delay, promptly			http://jisho.org/word/%E6%97%A9%E9%80%9F
10	算数	さんすう	arithmetic	Elementary mathematics		http://jisho.org/word/%E7%AE%97%E6%95%B0
10	集金	しゅうきん	money collection			http://jisho.org/word/%E9%9B%86%E9%87%91
10	終点	しゅうてん	terminus, last stop (e.g. train)			http://jisho.org/word/%E7%B5%82%E7%82%B9
10	終了	しゅうりょう	end, close, termination			http://jisho.org/word/%E7%B5%82%E4%BA%86
10	主語	しゅご	subject	Subject (grammar)		http://jisho.org/word/%E4%B8%BB%E8%AA%9E
10	知り合い	しりあい	acquaintance			http://jisho.org/word/%E7%9F%A5%E3%82%8A%E5%90%88%E3%81%84
10	線路	せんろ	railway track, railway line, railroad, railway, track, line	Rail		http://jisho.org/word/%E7%B7%9A%E8%B7%AF
10	大学院	だいがくいん	graduate school	Graduate school		http://jisho.org/word/%E5%A4%A7%E5%AD%A6%E9%99%A2
10	助かる	たすかる	to be saved, to be rescued, to survive	to escape harm, to be spared damage	to be helped, to be saved trouble	http://jisho.org/word/%E5%8A%A9%E3%81%8B%E3%82%8B
11	争う	あらそう	to compete, to contest, to contend	to quarrel, to argue, to dispute, to be at variance, to oppose	(usu. in negative form) to deny (e.g. evidence)	http://jisho.org/word/%E4%BA%89%E3%81%86
11	親指	おやゆび	thumb	Thumb		http://jisho.org/word/%E8%A6%AA%E6%8C%87
11	開放	かいほう	open, throw open, liberalization, liberalisation			http://jisho.org/word/%E9%96%8B%E6%94%BE
11	高級	こうきゅう	high class, high grade	high rank, seniority		http://jisho.org/word/%E9%AB%98%E7%B4%9A
11	公共	こうきょう	public, community, public service, society, communal	Public		http://jisho.org/word/%E5%85%AC%E5%85%B1
11	小指	こゆび	little finger, pinky	little toe	Little finger	http://jisho.org/word/%E5%B0%8F%E6%8C%87
11	上級	じょうきゅう	advanced level, high grade, senior			http://jisho.org/word/%E4%B8%8A%E7%B4%9A
11	初級	しょきゅう	elementary level			http://jisho.org/word/%E5%88%9D%E7%B4%9A
11	電波	でんぱ	electromagnetic wave, radio wave	saying strange things	Radio waves	http://jisho.org/word/%E9%9B%BB%E6%B3%A2
11	仲直り	なかなおり	reconciliation, make peace with			http://jisho.org/word/%E4%BB%B2%E7%9B%B4%E3%82%8A
11	中指	なかゆび	middle finger, long finger, second finger, tall finger	middle toe, third toe	Middle finger	http://jisho.org/word/%E4%B8%AD%E6%8C%87
11	平仮名	ひらがな	hiragana, cursive Japanese syllabary used primarily for native Japanese words (esp. function words, inflections, etc.)	Hiragana		http://jisho.org/word/%E5%B9%B3%E4%BB%AE%E5%90%8D
11	別々	べつべつ	separately, individually			http://jisho.org/word/%E5%88%A5%E3%80%85
11	便所	べんじょ	toilet, lavatory, rest room, latrine, comfort station	Toilet		http://jisho.org/word/%E4%BE%BF%E6%89%80
11	見送る	みおくる	to see someone off (at a station, an airport, etc.), to escort (e.g. home)	to follow something with one's eyes until it is out of sight	to let pass, to pass up (an opportunity etc.), to let a pitch go by (baseball), to watch a batted ball go into the stands	http://jisho.org/word/%E8%A6%8B%E9%80%81%E3%82%8B
11	友好	ゆうこう	friendship			http://jisho.org/word/%E5%8F%8B%E5%A5%BD
12	一流	いちりゅう	first-class, top grade, foremost, top-notch, leading	characteristic, peculiar, unique	school (e.g. of a performance art)	http://jisho.org/word/%E4%B8%80%E6%B5%81
12	温泉	おんせん	spa, hot spring, onsen	Onsen		http://jisho.org/word/%E6%B8%A9%E6%B3%89
12	消化	しょうか	digestion	thorough understanding	selling accumulated (excess) products, dealing with a large amount of work	http://jisho.org/word/%E6%B6%88%E5%8C%96
12	深夜	しんや	late at night	Midnight		http://jisho.org/word/%E6%B7%B1%E5%A4%9C
12	短期	たんき	short-term			http://jisho.org/word/%E7%9F%AD%E6%9C%9F
12	童話	どうわ	fairy-tale	Fairy tale		http://jisho.org/word/%E7%AB%A5%E8%A9%B1
12	湯気	ゆげ	steam, vapour, vapor			http://jisho.org/word/%E6%B9%AF%E6%B0%97
13	映る	うつる	to be reflected, to harmonize with (harmonise), to come out (photo), to be projected, to be displayed (on a screen)			http://jisho.org/word/%E6%98%A0%E3%82%8B
13	追いかける	おいかける	to chase, to run after, to pursue			http://jisho.org/word/%E8%BF%BD%E3%81%84%E3%81%8B%E3%81%91%E3%82%8B
13	お願いします	おねがいします	please			http://jisho.org/word/%E3%81%8A%E9%A1%98%E3%81%84%E3%81%97%E3%81%BE%E3%81%99
13	楽器	がっき	musical instrument	Musical instrument		http://jisho.org/word/%E6%A5%BD%E5%99%A8
13	神様	かみさま	God			http://jisho.org/word/%E7%A5%9E%E6%A7%98
13	感想	かんそう	impressions, thoughts			http://jisho.org/word/%E6%84%9F%E6%83%B3
13	実感	じっかん	real feeling, actual feeling	to actually feel, to have a real feeling (that ...), to experience personally		http://jisho.org/word/%E5%AE%9F%E6%84%9F
13	車輪	しゃりん	(car) wheel	Wheel		http://jisho.org/word/%E8%BB%8A%E8%BC%AA
13	賞金	しょうきん	prize, monetary award			http://jisho.org/word/%E8%B3%9E%E9%87%91
13	食器	しょっき	tableware			http://jisho.org/word/%E9%A3%9F%E5%99%A8
13	伝わる	つたわる	to be handed down, to be introduced, to be transmitted, to be circulated, to go along, to walk along			http://jisho.org/word/%E4%BC%9D%E3%82%8F%E3%82%8B
13	放れる	はなれる	to get free, to be freed, to be released			http://jisho.org/word/%E6%94%BE%E3%82%8C%E3%82%8B
13	待合室	まちあいしつ	waiting room	Waiting room		http://jisho.org/word/%E5%BE%85%E5%90%88%E5%AE%A4
14	温める	あたためる	to warm, to heat			http://jisho.org/word/%E6%B8%A9%E3%82%81%E3%82%8B
14	意地悪	いじわる	malicious, ill-tempered, unkind			http://jisho.org/word/%E6%84%8F%E5%9C%B0%E6%82%AA
14	落ち着く	おちつく	to calm down, to compose oneself, to regain presence of mind	to calm down, to settle down, to die down, to become stable, to abate	to settle down (in a location, job, etc.), to settle in	http://jisho.org/word/%E8%90%BD%E3%81%A1%E7%9D%80%E3%81%8F
14	材木	ざいもく	lumber, timber			http://jisho.org/word/%E6%9D%90%E6%9C%A8
14	四季	しき	four seasons			http://jisho.org/word/%E5%9B%9B%E5%AD%A3
14	私鉄	してつ	private railway	Private railway		http://jisho.org/word/%E7%A7%81%E9%89%84
14	私立	しりつ	private (establishment)			http://jisho.org/word/%E7%A7%81%E7%AB%8B
14	折角	せっかく	with trouble, at great pains	rare, valuable, precious, long-awaited	kind	http://jisho.org/word/%E6%8A%98%E8%A7%92
14	木材	もくざい	lumber, timber, wood	Mokuzai	Wood	http://jisho.org/word/%E6%9C%A8%E6%9D%90
14	例外	れいがい	exception			http://jisho.org/word/%E4%BE%8B%E5%A4%96
15	映す	うつす	to project, to reflect, to cast (shadow)			http://jisho.org/word/%E6%98%A0%E3%81%99
15	英文	えいぶん	sentence in English, article in English, English text	English literature (study of)		http://jisho.org/word/%E8%8B%B1%E6%96%87
15	英和	えいわ	English-Japanese (e.g. dictionary)			http://jisho.org/word/%E8%8B%B1%E5%92%8C
15	区分	くぶん	division, section, demarcation, partition, segmentation, subdivision, (traffic) lane, compartment, classification, sorting			http://jisho.org/word/%E5%8C%BA%E5%88%86
15	今晩は	こんばんは	good evening			http://jisho.org/word/%E4%BB%8A%E6%99%A9%E3%81%AF
16	関わる	かかわる	to be affected, to be influenced	to be concerned with, to have to do with	to stick to (opinions)	http://jisho.org/word/%E9%96%A2%E3%82%8F%E3%82%8B
16	関西	かんさい	Kansai, region consisting of Osaka, Kobe, Kyoto and surrounding prefectures	Kansai, south-western half of Japan (during the feudal era)	Kansei	http://jisho.org/word/%E9%96%A2%E8%A5%BF
16	下品	げひん	vulgarity, meanness, indecency, coarseness			http://jisho.org/word/%E4%B8%8B%E5%93%81
16	生存	せいぞん	existence, being, survival	to exist, to live, to survive		http://jisho.org/word/%E7%94%9F%E5%AD%98
16	存じる	ぞんじる	to think, feel, consider, know, etc.			http://jisho.org/word/%E5%AD%98%E3%81%98%E3%82%8B
16	真っ黒	まっくろ	pitch black			http://jisho.org/word/%E7%9C%9F%E3%81%A3%E9%BB%92
17	相変わらず	あいかわらず	as ever, as usual, the same, still			http://jisho.org/word/%E7%9B%B8%E5%A4%89%E3%82%8F%E3%82%89%E3%81%9A
17	失恋	しつれん	disappointed love, broken heart, unrequited love, being lovelorn	Broken heart		http://jisho.org/word/%E5%A4%B1%E6%81%8B
17	勝敗	しょうはい	victory or defeat, issue (of battle), outcome			http://jisho.org/word/%E5%8B%9D%E6%95%97
17	建つ	たつ	to be erected, to be built			http://jisho.org/word/%E5%BB%BA%E3%81%A4
17	干す	ほす	to air, to dry, to desiccate	to drain (off)	to drink up	http://jisho.org/word/%E5%B9%B2%E3%81%99
17	両側	りょうがわ	both sides			http://jisho.org/word/%E4%B8%A1%E5%81%B4
18	固まる	かたまる	to harden, to solidify	to become firm, to become certain	to gather (together), to assemble, to huddle together	http://jisho.org/word/%E5%9B%BA%E3%81%BE%E3%82%8B
18	高等	こうとう	high class, high grade			http://jisho.org/word/%E9%AB%98%E7%AD%89
18	下書き	したがき	rough copy, draft, draught			http://jisho.org/word/%E4%B8%8B%E6%9B%B8%E3%81%8D
18	受験	じゅけん	taking an examination (esp. school and university entrance)			http://jisho.org/word/%E5%8F%97%E9%A8%93
18	取り出す	とりだす	to take out, to produce, to pick out	to fetch, to retrieve		http://jisho.org/word/%E5%8F%96%E3%82%8A%E5%87%BA%E3%81%99
18	分類	ぶんるい	classification, categorization, sorting			http://jisho.org/word/%E5%88%86%E9%A1%9E
18	枚数	まいすう	the number of flat things	win-loss difference which influences the ranking of wrestlers		http://jisho.org/word/%E6%9E%9A%E6%95%B0
18	留守番	るすばん	care-taking, house-sitting, house-watching, staying at home	caretaker, house-sitter		http://jisho.org/word/%E7%95%99%E5%AE%88%E7%95%AA
19	暴れる	あばれる	to act violently, to rage, to struggle, to be riotous			http://jisho.org/word/%E6%9A%B4%E3%82%8C%E3%82%8B
19	改正	かいせい	revision, amendment, alteration			http://jisho.org/word/%E6%94%B9%E6%AD%A3
19	形容詞	けいようし	adjective, i-adjective (in Japanese)	Adjective		http://jisho.org/word/%E5%BD%A2%E5%AE%B9%E8%A9%9E
19	続々	ぞくぞく	successively, one after another			http://jisho.org/word/%E7%B6%9A%E3%80%85
19	果たして	はたして	as was expected, just as one thought, sure enough, as a result	really? (in questions), ever?		http://jisho.org/word/%E6%9E%9C%E3%81%9F%E3%81%97%E3%81%A6
19	混ざる	まざる	to be mixed, to be blended with, to associate with, to mingle with, to join			http://jisho.org/word/%E6%B7%B7%E3%81%96%E3%82%8B
19	名詞	めいし	noun	Noun		http://jisho.org/word/%E5%90%8D%E8%A9%9E
19	乱暴	らんぼう	rude, violent, rough, lawless, unreasonable, reckless			http://jisho.org/word/%E4%B9%B1%E6%9A%B4
19	若々しい	わかわかしい	youthful, young			http://jisho.org/word/%E8%8B%A5%E3%80%85%E3%81%97%E3%81%84
20	余る	あまる	to remain, to be left over, to be in excess, to be too many			http://jisho.org/word/%E4%BD%99%E3%82%8B
20	確率	かくりつ	probability, likelihood, chances	Probability		http://jisho.org/word/%E7%A2%BA%E7%8E%87
20	血圧	けつあつ	blood pressure	Blood pressure		http://jisho.org/word/%E8%A1%80%E5%9C%A7
20	煙い	けむい	smoky			http://jisho.org/word/%E7%85%99%E3%81%84
20	災難	さいなん	calamity, misfortune, disaster			http://jisho.org/word/%E7%81%BD%E9%9B%A3
20	妨げる	さまたげる	to disturb, to prevent, to obstruct, to hinder			http://jisho.org/word/%E5%A6%A8%E3%81%92%E3%82%8B
20	手洗い	てあらい	washing one's hands, water (or basin, etc.) for washing one's hands	restroom, lavatory, toilet	hand-washing (laundry, etc.)	http://jisho.org/word/%E6%89%8B%E6%B4%97%E3%81%84
20	夫妻	ふさい	man and wife, married couple			http://jisho.org/word/%E5%A4%AB%E5%A6%BB
20	余計	よけい	too many, too much, excessive, superfluous, superabundant, extra, spare, surplus	unnecessary, needless, uncalled-for, otiose	abundantly, excessively, needlessly, all the more	http://jisho.org/word/%E4%BD%99%E8%A8%88
21	解説	かいせつ	explanation, commentary, exposition, elucidation			http://jisho.org/word/%E8%A7%A3%E8%AA%AC
21	形容動詞	けいようどうし	na-adjective (adj-na), quasi-adjective, adjectival noun, nominal adjective	Adjectival noun (Japanese)		http://jisho.org/word/%E5%BD%A2%E5%AE%B9%E5%8B%95%E8%A9%9E
21	手続き	てつづき	procedure, (legal) process, formalities			http://jisho.org/word/%E6%89%8B%E7%B6%9A%E3%81%8D
21	派手	はで	showy, loud, gay, flashy, gaudy			http://jisho.org/word/%E6%B4%BE%E6%89%8B
21	判子	はんこ	seal (used for signature)			http://jisho.org/word/%E5%88%A4%E5%AD%90
21	反省	はんせい	reflection, reconsideration, introspection, meditation, contemplation	regret, repentance, remorse, being sorry	Human self-reflection	http://jisho.org/word/%E5%8F%8D%E7%9C%81
21	評論	ひょうろん	criticism, critique			http://jisho.org/word/%E8%A9%95%E8%AB%96
22	一応	いちおう	more or less, though not quite satisfactorily, after a fashion, pretty much, roughly, so far as it goes	tentatively, for the time being	just in case	http://jisho.org/word/%E4%B8%80%E5%BF%9C
22	応援	おうえん	aid, assistance, help, reinforcement, rooting, barracking, support, cheering			http://jisho.org/word/%E5%BF%9C%E6%8F%B4
22	各自	かくじ	individual, each			http://jisho.org/word/%E5%90%84%E8%87%AA
22	各地	かくち	every place, various places			http://jisho.org/word/%E5%90%84%E5%9C%B0
22	観念	かんねん	idea, notion, conception	sense (e.g. of duty)	resignation, preparedness, acceptance	http://jisho.org/word/%E8%A6%B3%E5%BF%B5
22	区域	くいき	limits, boundary, domain, zone, sphere, territory	area (e.g. in programming languages)		http://jisho.org/word/%E5%8C%BA%E5%9F%9F
22	姿勢	しせい	attitude, posture, stance, approach, carriage (of the body)	Human positions		http://jisho.org/word/%E5%A7%BF%E5%8B%A2
22	尻尾	しっぽ	tail (animal)			http://jisho.org/word/%E5%B0%BB%E5%B0%BE
22	脱線	だっせん	derailment	digression, deviation		http://jisho.org/word/%E8%84%B1%E7%B7%9A
22	昼寝	ひるね	nap (afternoon), siesta	Hirune	Nap	http://jisho.org/word/%E6%98%BC%E5%AF%9D
22	副詞	ふくし	adverb	Adverb		http://jisho.org/word/%E5%89%AF%E8%A9%9E
22	防犯	ぼうはん	prevention of crime	Crime prevention		http://jisho.org/word/%E9%98%B2%E7%8A%AF
23	基準	きじゅん	standard, basis, criterion, norm, reference, datum			http://jisho.org/word/%E5%9F%BA%E6%BA%96
23	規律	きりつ	order, observance, discipline	rules, law, regulations		http://jisho.org/word/%E8%A6%8F%E5%BE%8B
23	現に	げんに	actually, really			http://jisho.org/word/%E7%8F%BE%E3%81%AB
23	心得る	こころえる	to know, to understand, to be aware of, to regard as, to take for	to consent, to agree		http://jisho.org/word/%E5%BF%83%E5%BE%97%E3%82%8B
23	新幹線	しんかんせん	Shinkansen, bullet train	Shinkansen	Shinkansen	http://jisho.org/word/%E6%96%B0%E5%B9%B9%E7%B7%9A
23	停止	ていし	suspension, interruption, stoppage, ban, standstill, halt, hang-up, deadlock, stalemate, abeyance	suspension of music, dance, etc. as a sign of mourning for a prominent person		http://jisho.org/word/%E5%81%9C%E6%AD%A2
23	俳句	はいく	haiku, 17-mora poem, usu. in 3 lines of 5, 7 and 5 morae	Haiku		http://jisho.org/word/%E4%BF%B3%E5%8F%A5
23	殖やす	ふやす	to increase, to add to, to augment			http://jisho.org/word/%E6%AE%96%E3%82%84%E3%81%99
23	法則	ほうそく	law, rule			http://jisho.org/word/%E6%B3%95%E5%89%87
24	担ぐ	かつぐ	to shoulder, to carry on one's shoulder	to take (someone) for a ride, to deceive, to take in		http://jisho.org/word/%E6%8B%85%E3%81%90
24	官庁	かんちょう	government office, government agency, authorities	Government Office		http://jisho.org/word/%E5%AE%98%E5%BA%81
24	境界	きょうかい	boundary			http://jisho.org/word/%E5%A2%83%E7%95%8C
24	祝日	しゅくじつ	national holiday, public holiday	Holiday		http://jisho.org/word/%E7%A5%9D%E6%97%A5
24	製作	せいさく	manufacture, production			http://jisho.org/word/%E8%A3%BD%E4%BD%9C
24	対策	たいさく	measure, provision, step, countermeasure, counterplan, countermove			http://jisho.org/word/%E5%AF%BE%E7%AD%96
24	載る	のる	to be placed on, to be set on, to be piled on, to be loaded on	to appear (in print), to be mentioned, to be recorded, to be reported, to be given		http://jisho.org/word/%E8%BC%89%E3%82%8B
24	武士	ぶし	warrior, samurai	Mononofu	Samurai	http://jisho.org/word/%E6%AD%A6%E5%A3%AB
24	燃やす	もやす	to burn			http://jisho.org/word/%E7%87%83%E3%82%84%E3%81%99
25	補う	おぎなう	to compensate for, to supplement			http://jisho.org/word/%E8%A3%9C%E3%81%86
25	期限	きげん	term, period, time frame	time limit, deadline, cutoff (date)		http://jisho.org/word/%E6%9C%9F%E9%99%90
25	限度	げんど	limit, bounds			http://jisho.org/word/%E9%99%90%E5%BA%A6
25	後輩	こうはい	junior (at work, school, etc.), younger people, younger student			http://jisho.org/word/%E5%BE%8C%E8%BC%A9
25	絞る	しぼる	to wring (towel, rag), to squeeze	to squeeze (fruit to extract juice), to press, to extract, to milk, to express milk	to rack (one's brains), to strain (one's voice)	http://jisho.org/word/%E7%B5%9E%E3%82%8B
25	響く	ひびく	to resound, to be heard far away	to reverberate, to shake, to vibrate	to come (home), to remain (with someone)	http://jisho.org/word/%E9%9F%BF%E3%81%8F
25	巻く	まく	to wind, to coil, to roll, to wear (e.g. turban, scarf)	to envelope, to shroud	to outflank, to skirt	http://jisho.org/word/%E5%B7%BB%E3%81%8F
25	満員	まんいん	full house, no vacancy, sold out, standing room only, full (of people), crowded			http://jisho.org/word/%E6%BA%80%E5%93%A1
25	満点	まんてん	perfect score, full marks	extremely, very, quite		http://jisho.org/word/%E6%BA%80%E7%82%B9
25	無限	むげん	infinity, infinitude, eternity	infinite, limitless	Infinity	http://jisho.org/word/%E7%84%A1%E9%99%90
26	怪しい	あやしい	suspicious, dubious, doubtful, dodgy, suspicious (referring to a potential amorous relation), dangerous (e.g. financial situation), ominous (e.g. weather), strange, shady, fishy	charming, bewitching, mysterious		http://jisho.org/word/%E6%80%AA%E3%81%97%E3%81%84
26	運河	うんが	canal, waterway	Unga	Canal	http://jisho.org/word/%E9%81%8B%E6%B2%B3
26	往復	おうふく	making a round trip, going and returning, coming and going	round-trip ticket, return ticket	correspondence, exchanging (letters)	http://jisho.org/word/%E5%BE%80%E5%BE%A9
26	改造	かいぞう	remodeling, remodelling, restructuring, reconstruction, reshuffling (e.g. cabinet)	modding		http://jisho.org/word/%E6%94%B9%E9%80%A0
26	間接	かんせつ	indirection, indirectness			http://jisho.org/word/%E9%96%93%E6%8E%A5
26	構造	こうぞう	structure, construction			http://jisho.org/word/%E6%A7%8B%E9%80%A0
