wanikani	word	reading	sense 1	sense 2	sense 3	url
4	皿	さら	plate, dish, platter, disc	serving, helping, course	kanji radical 108 (at the bottom)	http://jisho.org/word/%E7%9A%BF
4	少年	しょうねん	boy, juvenile, young boy, youth, lad	Boy		http://jisho.org/word/%E5%B0%91%E5%B9%B4
4	先日	せんじつ	the other day, a few days ago			http://jisho.org/word/%E5%85%88%E6%97%A5
4	大気	たいき	atmosphere			http://jisho.org/word/%E5%A4%A7%E6%B0%97
4	平ら	たいら	flatness, level, smooth, calm, plain, sitting tailor fashion			http://jisho.org/word/%E5%B9%B3%E3%82%89
4	他人	たにん	another person, other people, others	unrelated person (i.e. not related by blood)	outsider, stranger	http://jisho.org/word/%E4%BB%96%E4%BA%BA
4	中央	ちゅうおう	centre, center, middle, heart	metropolis, capital city, central government	Chuuou	http://jisho.org/word/%E4%B8%AD%E5%A4%AE
4	名	な	name, given name	title	fame, renown, reputation	http://jisho.org/word/%E5%90%8D
4	人気	にんき	popularity, popular feeling, business conditions			http://jisho.org/word/%E4%BA%BA%E6%B0%97
4	年中	ねんじゅう	whole year, all year round, throughout the year	always, all the time	middle class (of a nursery school, etc.)	http://jisho.org/word/%E5%B9%B4%E4%B8%AD
4	不正	ふせい	injustice, unfairness, iniquity, impropriety, irregularity, dishonesty, illegality, fraud			http://jisho.org/word/%E4%B8%8D%E6%AD%A3
4	不足	ふそく	insufficiency, shortage, deficiency, lack, dearth			http://jisho.org/word/%E4%B8%8D%E8%B6%B3
4	先ず	まず	first (of all), to start with, about, almost, anyway, well, now	hardly (with neg. verb)		http://jisho.org/word/%E5%85%88%E3%81%9A
4	名人	めいじん	master, expert			http://jisho.org/word/%E5%90%8D%E4%BA%BA
4	文字	もじ	letter (of alphabet), character	literal	Writing system	http://jisho.org/word/%E6%96%87%E5%AD%97
5	当たる	あたる	to be hit, to strike	to touch, to be in contact, to be affixed	to be equivalent to, to be applicable, to apply to	http://jisho.org/word/%E5%BD%93%E3%81%9F%E3%82%8B
5	一生	いっしょう	whole life, a lifetime, all through life, one existence, a generation, an age, the whole world, the era	(the only, the greatest, etc.) of one's life		http://jisho.org/word/%E4%B8%80%E7%94%9F
5	生まれ	うまれ	birth, birthplace	born in (country, month, imperial era, zodiac year, etc.)		http://jisho.org/word/%E7%94%9F%E3%81%BE%E3%82%8C
5	男の人	おとこのひと	man			http://jisho.org/word/%E7%94%B7%E3%81%AE%E4%BA%BA
5	会	かい	meeting, assembly, party	association, club		http://jisho.org/word/%E4%BC%9A
5	回	かい	counter for occurrences	counter for games, rounds, etc., counter for innings (baseball)	Islam	http://jisho.org/word/%E5%9B%9E
5	外交	がいこう	diplomacy	selling (e.g. door-to-door), canvassing	Diplomacy	http://jisho.org/word/%E5%A4%96%E4%BA%A4
5	考え	かんがえ	thinking, thought, view, opinion, concept	idea, notion, imagination	intention, plan, design	http://jisho.org/word/%E8%80%83%E3%81%88
5	今回	こんかい	now, this time, lately			http://jisho.org/word/%E4%BB%8A%E5%9B%9E
5	図	ず	drawing, picture, diagram, figure, illustration, chart, graph	sight, scene		http://jisho.org/word/%E5%9B%B3
5	青年	せいねん	youth, young man	Youth		http://jisho.org/word/%E9%9D%92%E5%B9%B4
5	大会	たいかい	convention, tournament, mass meeting, rally			http://jisho.org/word/%E5%A4%A7%E4%BC%9A
5	谷	たに	valley	Valley		http://jisho.org/word/%E8%B0%B7
5	日光	にっこう	sunlight			http://jisho.org/word/%E6%97%A5%E5%85%89
5	学ぶ	まなぶ	to study (in depth), to learn, to take lessons in			http://jisho.org/word/%E5%AD%A6%E3%81%B6
5	行き	ゆき	bound for ...	going (to)		http://jisho.org/word/%E8%A1%8C%E3%81%8D
6	海外	かいがい	foreign, abroad, overseas	Overseas		http://jisho.org/word/%E6%B5%B7%E5%A4%96
6	換える	かえる	to replace	to exchange, to interchange	to substitute	http://jisho.org/word/%E6%8F%9B%E3%81%88%E3%82%8B
6	活気	かっき	energy, liveliness			http://jisho.org/word/%E6%B4%BB%E6%B0%97
6	活用	かつよう	practical use, application	conjugation, declension, inflection	Grammatical conjugation	http://jisho.org/word/%E6%B4%BB%E7%94%A8
6	死亡	しぼう	death, mortality	to die, to pass away		http://jisho.org/word/%E6%AD%BB%E4%BA%A1
6	正直	しょうじき	honesty, integrity, frankness	honestly, frankly	Shoujiki	http://jisho.org/word/%E6%AD%A3%E7%9B%B4
6	全て	すべて	everything, all, the whole	entirely, completely, wholly, all		http://jisho.org/word/%E5%85%A8%E3%81%A6
6	全国	ぜんこく	countrywide, nationwide, whole country, national			http://jisho.org/word/%E5%85%A8%E5%9B%BD
6	地	ち	earth, ground, land, soil	place	territory	http://jisho.org/word/%E5%9C%B0
6	土地	とち	plot of land, lot, soil	locality, region, place		http://jisho.org/word/%E5%9C%9F%E5%9C%B0
6	不安	ふあん	anxiety, uneasiness, insecurity, suspense	Anxiety		http://jisho.org/word/%E4%B8%8D%E5%AE%89
6	方向	ほうこう	direction, orientation, bearing, way	course (e.g. of action)	Direction (geometry)	http://jisho.org/word/%E6%96%B9%E5%90%91
6	向く	むく	to face	to turn toward	to be suited to, to be fit for	http://jisho.org/word/%E5%90%91%E3%81%8F
6	世の中	よのなか	society, the world, the times			http://jisho.org/word/%E4%B8%96%E3%81%AE%E4%B8%AD
7	辺り	あたり	on the bank of, by the side of (e.g. a river, pond)	(in the) neighbourhood, neighborhood, vicinity, nearby	around (Sunday, last year, etc...)	http://jisho.org/word/%E8%BE%BA%E3%82%8A
7	以前	いぜん	ago, since, before, previous			http://jisho.org/word/%E4%BB%A5%E5%89%8D
7	一時	いちじ	one o'clock	once, at one time, formerly, before	for a time, for a while, for the time being, for the present, for the moment, temporarily	http://jisho.org/word/%E4%B8%80%E6%99%82
7	一体	いったい	...the heck (e.g. "what the heck?"), ...in the world (e.g. "why in the world?"), ...on earth (e.g. "who on earth?")	one object, one body, unity	one form, one style	http://jisho.org/word/%E4%B8%80%E4%BD%93
7	失う	うしなう	to lose, to part with			http://jisho.org/word/%E5%A4%B1%E3%81%86
7	売れる	うれる	to sell (well)	to be well known, to be popular, to be famous		http://jisho.org/word/%E5%A3%B2%E3%82%8C%E3%82%8B
7	欠ける	かける	to be chipped, to be damaged, to be broken	to be lacking, to be missing	to be insufficient, to be short, to be deficient, to be negligent toward	http://jisho.org/word/%E6%AC%A0%E3%81%91%E3%82%8B
7	強力	きょうりょく	powerful, strong			http://jisho.org/word/%E5%BC%B7%E5%8A%9B
7	組	くみ	set (of items)	group (of people), class (of students), company (esp. construction), family (i.e. mafia), team	typesetting, composition	http://jisho.org/word/%E7%B5%84
7	欠点	けってん	fault, defect, flaw, weak point, weakness, shortcoming, drawback	failure (in an examination), failing grade		http://jisho.org/word/%E6%AC%A0%E7%82%B9
7	国民	こくみん	nation, nationality, people, citizen	Nation		http://jisho.org/word/%E5%9B%BD%E6%B0%91
7	作家	さっか	author, writer, novelist, artist	Author		http://jisho.org/word/%E4%BD%9C%E5%AE%B6
7	氏	し	Mr, Mrs, Ms, Miss	clan	he, him	http://jisho.org/word/%E6%B0%8F
7	心理	しんり	state of mind, mentality, psychology			http://jisho.org/word/%E5%BF%83%E7%90%86
7	末	すえ	tip, top	end, close (e.g. close of the month)	youngest child	http://jisho.org/word/%E6%9C%AB
7	同時	どうじ	simultaneous, concurrent, same time, synchronous, together			http://jisho.org/word/%E5%90%8C%E6%99%82
7	時	とき	time, hour, moment	occasion, case	chance, opportunity, season	http://jisho.org/word/%E6%99%82
7	必死	ひっし	frantic, desperate	inevitable death	brinkmate (inevitable checkmate)	http://jisho.org/word/%E5%BF%85%E6%AD%BB
7	未来	みらい	the future (usually distant)	future tense	the world to come	http://jisho.org/word/%E6%9C%AA%E6%9D%A5
8	合図	あいず	sign, signal	Phase diagram		http://jisho.org/word/%E5%90%88%E5%9B%B3
8	当てる	あてる	to hit	to expose	to apply (e.g. patch), to put on, to put against, to hold on, to hold against	http://jisho.org/word/%E5%BD%93%E3%81%A6%E3%82%8B
8	馬	うま	horse	horse racing	promoted bishop	http://jisho.org/word/%E9%A6%AC
8	お前	おまえ	you (formerly honorific, now sometimes derog. term referring to an equal or inferior)	presence (of a god, nobleman, etc.)		http://jisho.org/word/%E3%81%8A%E5%89%8D
8	思い出	おもいで	memories, recollections, reminiscence			http://jisho.org/word/%E6%80%9D%E3%81%84%E5%87%BA
8	学者	がくしゃ	scholar	Academician		http://jisho.org/word/%E5%AD%A6%E8%80%85
8	数	かず	number, amount			http://jisho.org/word/%E6%95%B0
8	数える	かぞえる	to count, to enumerate			http://jisho.org/word/%E6%95%B0%E3%81%88%E3%82%8B
8	科目	かもく	(school) subject, curriculum, course			http://jisho.org/word/%E7%A7%91%E7%9B%AE
8	生地	きじ	cloth, fabric, material, texture	one's true character	unglazed pottery	http://jisho.org/word/%E7%94%9F%E5%9C%B0
8	局	きょく	bureau, department	office (e.g. post, telephone), broadcasting station (e.g. television, radio), channel, exchange	affair, situation	http://jisho.org/word/%E5%B1%80
8	決心	けっしん	determination, resolution			http://jisho.org/word/%E6%B1%BA%E5%BF%83
8	支える	ささえる	to support, to prop, to sustain, to underlay, to hold up	to hold at bay, to stem, to check		http://jisho.org/word/%E6%94%AF%E3%81%88%E3%82%8B
8	支店	してん	branch office, branch store			http://jisho.org/word/%E6%94%AF%E5%BA%97
8	助手	じょしゅ	helper, helpmeet, assistant, tutor	Assistant		http://jisho.org/word/%E5%8A%A9%E6%89%8B
8	数字	すうじ	numeral, figure, digit, numeric character	Numerical digit		http://jisho.org/word/%E6%95%B0%E5%AD%97
8	助ける	たすける	to help, to save, to rescue, to give relief to, to spare (life), to reinforce, to promote, to abet			http://jisho.org/word/%E5%8A%A9%E3%81%91%E3%82%8B
8	次々	つぎつぎ	in succession, one by one			http://jisho.org/word/%E6%AC%A1%E3%80%85
8	電子	でんし	electron	(esp. as a prefix) electronic, electronics	Electron	http://jisho.org/word/%E9%9B%BB%E5%AD%90
8	入場	にゅうじょう	entrance, admission, entering			http://jisho.org/word/%E5%85%A5%E5%A0%B4
8	人間	にんげん	human being, person, man, mankind, humankind	character (of a person)	Human	http://jisho.org/word/%E4%BA%BA%E9%96%93
8	歩道	ほどう	footpath, walkway, sidewalk	Sidewalk		http://jisho.org/word/%E6%AD%A9%E9%81%93
8	全く	まったく	really, truly, entirely, completely, wholly, perfectly	indeed	good grief (expression of exasperation)	http://jisho.org/word/%E5%85%A8%E3%81%8F
8	回す	まわす	to turn, to rotate, to gyrate	to circulate, to send around	to surround	http://jisho.org/word/%E5%9B%9E%E3%81%99
8	身	み	body	oneself	one's place, one's position	http://jisho.org/word/%E8%BA%AB
8	向ける	むける	to turn towards, to point			http://jisho.org/word/%E5%90%91%E3%81%91%E3%82%8B
8	役	やく	use, service, role	post, position	scoring combination (e.g. in mahjong, card games, etc.), hand	http://jisho.org/word/%E5%BD%B9
8	楽	らく	comfort, ease	raku pottery		http://jisho.org/word/%E6%A5%BD
9	相手	あいて	companion, partner, company	other party, addressee	opponent (sports, etc.)	http://jisho.org/word/%E7%9B%B8%E6%89%8B
9	表す	あらわす	to represent, to signify, to stand for	to reveal, to show, to display	to express	http://jisho.org/word/%E8%A1%A8%E3%81%99
9	泳ぎ	およぎ	swimming			http://jisho.org/word/%E6%B3%B3%E3%81%8E
9	家具	かぐ	furniture	Furniture		http://jisho.org/word/%E5%AE%B6%E5%85%B7
9	家事	かじ	housework, domestic chores	family affairs, household matters	Housekeeping	http://jisho.org/word/%E5%AE%B6%E4%BA%8B
9	記事	きじ	article, news story, report, account	Article (publishing)		http://jisho.org/word/%E8%A8%98%E4%BA%8B
9	苦しい	くるしい	painful, difficult, agonizing	needy, tight (budget), straitened (circumstances)	forced (smile, joke), lame (excuse), strained (interpretation)	http://jisho.org/word/%E8%8B%A6%E3%81%97%E3%81%84
9	決定	けってい	decision, determination			http://jisho.org/word/%E6%B1%BA%E5%AE%9A
9	県	けん	prefecture (of Japan)	county (of China)	Prefecture	http://jisho.org/word/%E7%9C%8C
9	事	こと	thing, matter	incident, occurrence, event, something serious, trouble, crisis	circumstances, situation, state of affairs	http://jisho.org/word/%E4%BA%8B
9	事実	じじつ	fact, truth, reality	Fact		http://jisho.org/word/%E4%BA%8B%E5%AE%9F
9	住民	じゅうみん	citizens, inhabitants, residents, population			http://jisho.org/word/%E4%BD%8F%E6%B0%91
9	重要	じゅうよう	important, momentous, essential, principal, major			http://jisho.org/word/%E9%87%8D%E8%A6%81
9	出発	しゅっぱつ	departure			http://jisho.org/word/%E5%87%BA%E7%99%BA
9	食事	しょくじ	meal	to eat	Meal	http://jisho.org/word/%E9%A3%9F%E4%BA%8B
9	生物	せいぶつ	living things, creature	biology	Organism	http://jisho.org/word/%E7%94%9F%E7%89%A9
9	相談	そうだん	consultation, discussion			http://jisho.org/word/%E7%9B%B8%E8%AB%87
9	通す	とおす	to stick through, to force through	to spread throughout, to thoroughly diffuse	to make a path between two points	http://jisho.org/word/%E9%80%9A%E3%81%99
9	通り	とおり	avenue, street, way, road	coming and going, street traffic	flow (of water, air, etc.)	http://jisho.org/word/%E9%80%9A%E3%82%8A
9	乗せる	のせる	to place on (something)	to give (someone) a ride, to give a lift, to pick up, to help on board	to load (luggage), to carry, to take on board	http://jisho.org/word/%E4%B9%97%E3%81%9B%E3%82%8B
9	発見	はっけん	discovery, detection, finding	Discovery (observation)		http://jisho.org/word/%E7%99%BA%E8%A6%8B
9	発表	はっぴょう	announcement, publication, presenting, statement, communique, making known, breaking (news story), expressing (one's opinion), releasing, unveiling			http://jisho.org/word/%E7%99%BA%E8%A1%A8
9	美人	びじん	beautiful woman			http://jisho.org/word/%E7%BE%8E%E4%BA%BA
9	不自由	ふじゆう	discomfort, inconvenience	poverty, want, destitution	disability, impairment (physical, mental, etc.)	http://jisho.org/word/%E4%B8%8D%E8%87%AA%E7%94%B1
9	部分	ぶぶん	portion, section, part			http://jisho.org/word/%E9%83%A8%E5%88%86
9	平和	へいわ	peace, harmony	Peace		http://jisho.org/word/%E5%B9%B3%E5%92%8C
9	本物	ほんもの	genuine article, real thing, real deal			http://jisho.org/word/%E6%9C%AC%E7%89%A9
9	要点	ようてん	gist, main point			http://jisho.org/word/%E8%A6%81%E7%82%B9
10	運転	うんてん	operation (of a machine, etc.), operating, running, run	driving	working (capital, etc.)	http://jisho.org/word/%E9%81%8B%E8%BB%A2
10	思わず	おもわず	unintentionally, reflexively, spontaneously, involuntarily, instinctively			http://jisho.org/word/%E6%80%9D%E3%82%8F%E3%81%9A
10	開始	かいし	start, commencement, beginning, initiation			http://jisho.org/word/%E9%96%8B%E5%A7%8B
10	歌手	かしゅ	singer			http://jisho.org/word/%E6%AD%8C%E6%89%8B
10	語る	かたる	to talk about, to speak of, to tell, to narrate	to recite, to chant	to indicate, to show	http://jisho.org/word/%E8%AA%9E%E3%82%8B
10	強調	きょうちょう	emphasis, highlight, stress, stressed point			http://jisho.org/word/%E5%BC%B7%E8%AA%BF
10	言語	げんご	language	Language		http://jisho.org/word/%E8%A8%80%E8%AA%9E
10	最高	さいこう	highest, supreme, the most			http://jisho.org/word/%E6%9C%80%E9%AB%98
10	最終	さいしゅう	last, final, closing			http://jisho.org/word/%E6%9C%80%E7%B5%82
10	作業	さぎょう	work, operation, manufacturing, fatigue duty	Occupation		http://jisho.org/word/%E4%BD%9C%E6%A5%AD
10	親しい	したしい	intimate, close (e.g. friend)			http://jisho.org/word/%E8%A6%AA%E3%81%97%E3%81%84
10	集中	しゅうちゅう	concentration, convergence, centralization, integration, gathering together			http://jisho.org/word/%E9%9B%86%E4%B8%AD
10	心配	しんぱい	worry, concern, anxiety	care, help, aid, assistance		http://jisho.org/word/%E5%BF%83%E9%85%8D
10	親友	しんゆう	close friend, bosom (old, intimate) friend, buddy, crony, chum			http://jisho.org/word/%E8%A6%AA%E5%8F%8B
10	速度	そくど	speed, velocity, rate	Velocity		http://jisho.org/word/%E9%80%9F%E5%BA%A6
10	調子	ちょうし	tune, tone, key, pitch, time, rhythm	vein, mood, way, manner, style, knack	condition, state of health	http://jisho.org/word/%E8%AA%BF%E5%AD%90
10	出会う	であう	to meet (by chance), to come across, to run across, to encounter, to happen upon	to meet (e.g. of rivers, highways, etc.)	to emerge and engage (an enemy)	http://jisho.org/word/%E5%87%BA%E4%BC%9A%E3%81%86
10	道路	どうろ	road, highway	Road		http://jisho.org/word/%E9%81%93%E8%B7%AF
10	農業	のうぎょう	agriculture	Agriculture		http://jisho.org/word/%E8%BE%B2%E6%A5%AD
10	農民	のうみん	farmers, peasants			http://jisho.org/word/%E8%BE%B2%E6%B0%91
10	最も	もっとも	most, extremely			http://jisho.org/word/%E6%9C%80%E3%82%82
10	物語	ものがたり	tale, story, legend	Monogatari		http://jisho.org/word/%E7%89%A9%E8%AA%9E
11	新た	あらた	new, fresh, novel			http://jisho.org/word/%E6%96%B0%E3%81%9F
11	合わせる	あわせる	to match (rhythm, speed, etc.)	to join together, to unite, to combine, to add up	to face, to be opposite (someone)	http://jisho.org/word/%E5%90%88%E3%82%8F%E3%81%9B%E3%82%8B
11	意外	いがい	unexpected, surprising			http://jisho.org/word/%E6%84%8F%E5%A4%96
11	命	いのち	life, life force	lifetime, lifespan	most important thing, foundation, core	http://jisho.org/word/%E5%91%BD
11	追う	おう	to chase, to run after, to pursue	to follow (i.e. a set order, a trend)	to drive out, to oust, to expel	http://jisho.org/word/%E8%BF%BD%E3%81%86
11	勝ち	かち	win, victory			http://jisho.org/word/%E5%8B%9D%E3%81%A1
11	神	かみ	god, deity, divinity, spirit, kami	incredible, fantastic	emperor of Japan	http://jisho.org/word/%E7%A5%9E
11	効く	きく	to be effective, to show effect	to do its work, to carry out its function well	to be possible to use	http://jisho.org/word/%E5%8A%B9%E3%81%8F
11	気づく	きづく	to notice, to recognize, to recognise, to become aware of, to perceive, to realize, to realise			http://jisho.org/word/%E6%B0%97%E3%81%A5%E3%81%8F
11	共同	きょうどう	doing together (as equals), sharing, common (land, etc.), joint (statement, etc.), cooperation, co-operation, collaboration, association	Kyoudou		http://jisho.org/word/%E5%85%B1%E5%90%8C
11	苦しむ	くるしむ	to suffer, to groan, to be worried			http://jisho.org/word/%E8%8B%A6%E3%81%97%E3%82%80
11	苦労	くろう	troubles, hardships			http://jisho.org/word/%E8%8B%A6%E5%8A%B4
11	最低	さいてい	least, lowest, worst	nasty, disgusting, horrible, yuck!		http://jisho.org/word/%E6%9C%80%E4%BD%8E
11	指す	さす	to point	to nominate, to select someone, to specify some person	to identify, to indicate, to point out	http://jisho.org/word/%E6%8C%87%E3%81%99
11	支度	したく	preparation, arrangements			http://jisho.org/word/%E6%94%AF%E5%BA%A6
11	成功	せいこう	success, hit			http://jisho.org/word/%E6%88%90%E5%8A%9F
11	育つ	そだつ	to be raised (e.g. child), to be brought up, to grow (up)			http://jisho.org/word/%E8%82%B2%E3%81%A4
11	戦い	たたかい	battle, fight, struggle, conflict			http://jisho.org/word/%E6%88%A6%E3%81%84
11	注文	ちゅうもん	order, request			http://jisho.org/word/%E6%B3%A8%E6%96%87
11	注ぐ	つぐ	(usu. written as kana when referring to a solid) to pour (into a vessel), to fill, to dish out food or drink			http://jisho.org/word/%E6%B3%A8%E3%81%90
11	努力	どりょく	great effort, exertion, endeavour, endeavor, effort			http://jisho.org/word/%E5%8A%AA%E5%8A%9B
11	仲	なか	relation, relationship			http://jisho.org/word/%E4%BB%B2
11	仲間	なかま	company, fellow, colleague, associate, comrade, mate, group, circle of friends, partner	member of the same category		http://jisho.org/word/%E4%BB%B2%E9%96%93
11	波	なみ	wave	Wind wave		http://jisho.org/word/%E6%B3%A2
11	苦手	にがて	poor (at), weak (in), not very good (at)	dislike (of), difficult to deal with		http://jisho.org/word/%E8%8B%A6%E6%89%8B
11	放す	はなす	to release, to let go, to free, to set free, to let loose, to turn loose	to add (pieces of eggplant, potato, etc.) to water, broth, etc.		http://jisho.org/word/%E6%94%BE%E3%81%99
11	秒	びょう	second (60th min)	Second		http://jisho.org/word/%E7%A7%92
11	別に	べつに	(not) particularly, nothing	separately, apart		http://jisho.org/word/%E5%88%A5%E3%81%AB
11	放送	ほうそう	broadcast, broadcasting	Broadcasting		http://jisho.org/word/%E6%94%BE%E9%80%81
11	味方	みかた	friend, ally, supporter			http://jisho.org/word/%E5%91%B3%E6%96%B9
11	見事	みごと	splendid, magnificent, beautiful, admirable	praiseworthy act, feat, commendable deed	utter (esp. defeat), total, complete	http://jisho.org/word/%E8%A6%8B%E4%BA%8B
11	老人	ろうじん	the aged, old person			http://jisho.org/word/%E8%80%81%E4%BA%BA
11	労働	ろうどう	manual labor, manual labour, toil, work	Labour Party	Labour	http://jisho.org/word/%E5%8A%B4%E5%83%8D
12	集まり	あつまり	gathering, meeting, assembly, collection, attendance			http://jisho.org/word/%E9%9B%86%E3%81%BE%E3%82%8A
12	息	いき	breath, breathing	tone, mood		http://jisho.org/word/%E6%81%AF
12	泉	いずみ	spring, fountain			http://jisho.org/word/%E6%B3%89
12	運	うん	fortune, luck	Luck		http://jisho.org/word/%E9%81%8B
12	運動	うんどう	exercise, physical training, work-out	appeal, campaign, drive, crusade, movement, lobbying	motion, movement	http://jisho.org/word/%E9%81%8B%E5%8B%95
12	起こる	おこる	to occur, to happen			http://jisho.org/word/%E8%B5%B7%E3%81%93%E3%82%8B
12	温度	おんど	temperature	Temperature		http://jisho.org/word/%E6%B8%A9%E5%BA%A6
12	会員	かいいん	member, the membership			http://jisho.org/word/%E4%BC%9A%E5%93%A1
12	学期	がっき	school term, semester	Academic term		http://jisho.org/word/%E5%AD%A6%E6%9C%9F
12	気温	きおん	atmospheric temperature			http://jisho.org/word/%E6%B0%97%E6%B8%A9
12	期間	きかん	period, term, interval			http://jisho.org/word/%E6%9C%9F%E9%96%93
12	期待	きたい	expectation, anticipation, hope	Expectation (epistemic)		http://jisho.org/word/%E6%9C%9F%E5%BE%85
12	球	きゅう	sphere	counter for balls		http://jisho.org/word/%E7%90%83
12	行動	こうどう	action, conduct, behaviour, behavior, mobilization, mobilisation	Behavior		http://jisho.org/word/%E8%A1%8C%E5%8B%95
12	転ぶ	ころぶ	to fall down, to fall over			http://jisho.org/word/%E8%BB%A2%E3%81%B6
12	時期	じき	time, season, period, phase, stage	soon, shortly		http://jisho.org/word/%E6%99%82%E6%9C%9F
12	商人	しょうにん	trader, shopkeeper, merchant	Akindo	Merchant	http://jisho.org/word/%E5%95%86%E4%BA%BA
12	商売	しょうばい	trade, business, commerce, transaction, occupation			http://jisho.org/word/%E5%95%86%E5%A3%B2
12	植物	しょくぶつ	plant, vegetation	Plant		http://jisho.org/word/%E6%A4%8D%E7%89%A9
12	全員	ぜんいん	all members (unanimity), all hands, the whole crew, everyone, everybody			http://jisho.org/word/%E5%85%A8%E5%93%A1
12	太陽	たいよう	sun, solar	Sun		http://jisho.org/word/%E5%A4%AA%E9%99%BD
12	旅	たび	travel, trip, journey			http://jisho.org/word/%E6%97%85
12	地球	ちきゅう	the earth, the globe	Earth		http://jisho.org/word/%E5%9C%B0%E7%90%83
12	父親	ちちおや	father	Father		http://jisho.org/word/%E7%88%B6%E8%A6%AA
12	流す	ながす	to drain, to pour, to spill, to shed (blood, tears)	to wash away	to distribute (e.g. electricity over wires, music over a PA system, etc.), to circulate, to broadcast, to beam	http://jisho.org/word/%E6%B5%81%E3%81%99
12	根	ね	root (of a plant)	root (of a tooth, hair, etc.), center (of a pimple, etc.)	root root (of all evil, etc.), source, origin, cause, basis	http://jisho.org/word/%E6%A0%B9
12	母親	ははおや	mother	Mother		http://jisho.org/word/%E6%AF%8D%E8%A6%AA
12	流行	はやり	fashion, fad, vogue, craze	prevalence (e.g. of a disease)		http://jisho.org/word/%E6%B5%81%E8%A1%8C
